pl_name,hostname,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_tranmid,st_teff
TOI-2416 b,TOI-2416,2023,8.275479 d,9.86390302 earthRad,953.485221 earthMass,2458359.4884 d,5808.0 K
TOI-5344 b,TOI-5344,2023,3.792622 d,10.60369574 earthRad,130.94530368 earthMass,2459848.9903 d,3747.0 K
TOI-2010 b,TOI-2010,2023,141.834025 d,11.81426566 earthRad,408.7273314 earthMass,2458712.30168 d,5929.0 K
Kepler-416 d,Kepler-416,2023,3.07644709 d,1.61 earthRad,3.22 earthMass,2455186.7643 d,5670.0 K
KOI-2513.01,KOI-2513,2023,19.00547 d,2.80224517 earthRad,7310.053361 earthMass,2454977.152 d,5900.0 K
HD 110067 f,HD 110067,2023,41.05854 d,2.601 earthRad,5.04 earthMass,2459641.5763 d,5266.0 K
TOI-3976 A b,TOI-3976 A,2023,6.607662 d,12.27383387 earthRad,55.61997123 earthMass,2459011.15791 d,5975.0 K
EPIC 229004835 b,EPIC 229004835,2023,16.141132 d,2.332 earthRad,10.4 earthMass,2457920.44584 d,5868.0 K
rho CrB e,rho CrB,2023,12.949 d,1.77 earthRad,3.79 earthMass,2455498.5 d,5817.0 K
HD 99492 c,HD 99492,2023,95.233 d,4.42 earthRad,17.9 earthMass,nan d,4929.0 K
KMT-2016-BLG-1105L b,KMT-2016-BLG-1105L,2023,nan d,1.33 earthRad,2.32 earthMass,nan d,nan K
TOI-1669 b,TOI-1669,2023,500.0 d,14.1 earthRad,191.0 earthMass,2459325.0 d,5497.0 K
Kepler-1991 b,Kepler-1991,2023,13.26079792 d,1.47 earthRad,2.76 earthMass,2454972.0988 d,5478.0 K
Kepler-1990 b,Kepler-1990,2023,1.73513619 d,3.27 earthRad,10.7 earthMass,2454968.060047 d,5751.0 K
TOI-2842 b,TOI-2842,2023,3.5514058 d,12.84549188 earthRad,117.59651059 earthMass,2459172.17909 d,5910.0 K
Kepler-1181 c,Kepler-1181,2023,8.93484887 d,1.83 earthRad,4.01 earthMass,2454966.39108 d,6688.0 K
TOI-836 b,TOI-836,2023,3.81673 d,1.704 earthRad,4.53 earthMass,2458599.9953 d,4552.0 K
HAT-P-2 c,HAT-P-2,2023,8500.0 d,12.4 earthRad,3400.7639549 earthMass,nan d,6412.0 K
HIP 54597 b,HIP 54597,2023,3274.0 d,13.3 earthRad,762.7881768 earthMass,nan d,4799.0 K
KMT-2021-BLG-1547L b,KMT-2021-BLG-1547L,2023,nan d,13.6 earthRad,467.20775829 earthMass,nan d,nan K
TOI-4377 b,TOI-4377,2023,4.378081 d,15.10970598 earthRad,304.1617855 earthMass,2458602.1245 d,4974.0 K
TOI-858 B b,TOI-858 B,2023,3.2797178 d,14.06727078 earthRad,349.6112477 earthMass,2458386.45235 d,5842.0 K
TOI-3807 b,TOI-3807,2023,2.8989727 d,18.49481816 earthRad,330.54154328 earthMass,2459218.13454 d,5772.0 K
HD 6860 b,HD 6860,2023,663.87 d,11.9 earthRad,8981.83078182 earthMass,nan d,3802.0 K
TOI-2796 b,TOI-2796,2023,4.8084983 d,17.26183028 earthRad,139.84449908 earthMass,2459026.48882 d,5764.0 K
TOI-3984 A b,TOI-3984 A,2023,4.353326 d,7.9 earthRad,44.0 earthMass,2459715.02268 d,3476.0 K
TOI-2525 c,TOI-2525,2023,49.2519 d,10.13291855 earthRad,208.8132634 earthMass,2458335.4118 d,5096.0 K
Kepler-1998 b,Kepler-1998,2023,3.03267135 d,0.6 earthRad,0.156 earthMass,2454967.0668 d,5640.0 K
TOI-3364 b,TOI-3364,2023,5.8768918 d,12.22899794 earthRad,530.77343969 earthMass,2459090.99481 d,5706.0 K
HD 207496 b,HD 207496,2023,6.441008 d,2.25 earthRad,6.1 earthMass,2458658.78978 d,4819.0 K
TOI-2525 b,TOI-2525,2023,23.2856 d,8.67575106 earthRad,26.69758619 earthMass,2458333.5289 d,5096.0 K
HD 235088 b,HD 235088,2023,7.4341325 d,1.982 earthRad,4.15 earthMass,2458705.64614 d,5075.0 K
DMPP-4 b,DMPP-4,2023,3.4982 d,3.53 earthRad,12.2 earthMass,2457139.9 d,6400.0 K
TOI-2141 b,TOI-2141,2023,18.261608 d,3.147 earthRad,20.1 earthMass,2458992.502 d,5635.0 K
TOI-4562 b,TOI-4562,2023,225.1064 d,12.53 earthRad,732.0 earthMass,2459476.9004 d,6096.0 K
TOI-199 c,TOI-199,2023,273.69 d,11.4 earthRad,88.99195396 earthMass,nan d,5255.0 K
TOI-1408 b,TOI-1408,2023,4.42587 d,25.0 earthRad,593.0 earthMass,2458740.8581 d,6117.0 K
Kepler-1999 b,Kepler-1999,2023,8.7396758 d,3.29 earthRad,10.8 earthMass,2454969.5829 d,4406.0 K
TOI-3688 A b,TOI-3688 A,2023,3.246075 d,13.08088048 earthRad,311.47183886 earthMass,2459108.0507 d,5950.0 K
HD 110067 c,HD 110067,2023,13.673694 d,2.388 earthRad,6.3 earthMass,2459657.45704 d,5266.0 K
Kepler-1610 c,Kepler-1610,2023,44.9851885 d,2.09 earthRad,5.02 earthMass,2454983.5703 d,5295.0 K
Kepler-1976 b,Kepler-1976,2023,4.959319244 d,12.21 earthRad,nan earthMass,2455005.2585292 d,5712.0 K
HIP 66074 b,HIP 66074,2023,310.9 d,12.9 earthRad,1589.142035 earthMass,nan d,4300.0 K
HD 15906 b,HD 15906,2023,10.924709 d,2.24 earthRad,5.65 earthMass,2458416.3453 d,4757.0 K
Kepler-1995 b,Kepler-1995,2023,73.7578875 d,4.28 earthRad,16.9 earthMass,2455016.72348 d,5029.0 K
TOI-3819 b,TOI-3819,2023,3.2443141 d,13.13692538 earthRad,352.78953177 earthMass,2459502.7437 d,5859.0 K
KMT-2019-BLG-1367L b,KMT-2019-BLG-1367L,2023,nan d,1.85 earthRad,4.08 earthMass,nan d,nan K
HIP 113103 b,HIP 113103,2023,7.610303 d,1.829 earthRad,4.0 earthMass,2458325.5966 d,4930.0 K
TOI-544 c,TOI-544,2023,50.089 d,4.92 earthRad,21.5 earthMass,2459212.0 d,4169.0 K
Kepler-139 d,Kepler-139,2023,7.305699922 d,1.695 earthRad,2.0 earthMass,2454964.77905 d,5622.0 K
Kepler-1987 b,Kepler-1987,2023,2.345863002 d,1.23 earthRad,2.04 earthMass,2455187.11185 d,4769.0 K
TOI-4406 b,TOI-4406,2023,30.08364 d,11.2089807 earthRad,95.3485221 earthMass,2458372.194 d,6219.0 K
KMT-2017-BLG-0428L b,KMT-2017-BLG-0428L,2023,nan d,2.23 earthRad,5.59 earthMass,nan d,nan K
LP 791-18 d,LP 791-18,2023,2.753436 d,1.032 earthRad,0.9 earthMass,2458772.16211 d,2960.0 K
Kepler-1991 c,Kepler-1991,2023,22.79020351 d,2.57 earthRad,7.13 earthMass,2454971.68515 d,5478.0 K
KMT-2018-BLG-0885L b,KMT-2018-BLG-0885L,2023,nan d,11.9 earthRad,9217.023803 earthMass,nan d,nan K
Kepler-865 c,Kepler-865,2023,6.20920207 d,0.89 earthRad,0.64 earthMass,2454969.87938 d,5440.0 K
HIP 9618 c,HIP 9618,2023,52.56363 d,3.42855926 earthRad,7.0 earthMass,2458779.1904 d,5649.0 K
Kepler-1162 c,Kepler-1162,2023,59.284064 d,1.81 earthRad,3.93 earthMass,2454981.75407 d,5225.0 K
Kepler-1126 c,Kepler-1126,2023,199.66876 d,1.45 earthRad,2.7 earthMass,2454964.609 d,5678.0 K
Kepler-1987 e,Kepler-1987,2023,8.74292005 d,1.92 earthRad,4.35 earthMass,2455191.59286 d,4769.0 K
KMT-2022-BLG-0440L b,KMT-2022-BLG-0440L,2023,nan d,4.05 earthRad,15.4 earthMass,nan d,nan K
Kepler-1487 c,Kepler-1487,2023,35.8007112 d,7.97 earthRad,48.7 earthMass,2454977.92169 d,5745.0 K
K2-415 b,K2-415,2023,4.0179694 d,1.015 earthRad,7.5 earthMass,2458100.07116 d,3173.0 K
Kepler-864 c,Kepler-864,2023,2.42150341 d,1.62 earthRad,3.26 earthMass,2454966.83517 d,6213.0 K
GJ 3988 b,GJ 3988,2023,6.9442 d,1.74 earthRad,3.69 earthMass,nan d,3273.0 K
Kepler-164 e,Kepler-164,2023,94.886902 d,4.24 earthRad,16.7 earthMass,2455047.82879 d,5888.0 K
Kepler-1834 c,Kepler-1834,2023,0.766691517 d,1.22 earthRad,1.98 earthMass,2454965.19667 d,4821.0 K
TOI-2803 A b,TOI-2803 A,2023,1.96229325 d,18.11371281 earthRad,309.88269682 earthMass,2459207.6864 d,6280.0 K
K2-312 c,HD 80653,2023,921.2 d,12.8 earthRad,1719.45168187 earthMass,2458968.8 d,5959.0 K
TOI-262 b,TOI-262,2023,11.14529 d,2.07 earthRad,4.94 earthMass,2459136.5766 d,5310.0 K
TOI-4184 b,TOI-4184,2023,4.9019804 d,2.43 earthRad,6.48 earthMass,2459483.65667 d,3238.0 K
Kepler-311 d,Kepler-311,2023,232.040326 d,2.05 earthRad,4.86 earthMass,2455095.2531 d,5903.0 K
KMT-2019-BLG-1216L b,KMT-2019-BLG-1216L,2023,nan d,5.98 earthRad,29.87587026 earthMass,nan d,nan K
Kepler-1921 c,Kepler-1921,2023,3.15722086 d,1.41 earthRad,2.57 earthMass,2454964.69915 d,6120.0 K
TOI-4010 b,TOI-4010,2023,1.348335 d,3.02 earthRad,11.0 earthMass,2459007.549 d,4960.0 K
Kepler-1985 b,Kepler-1985,2023,3.42064689 d,2.27 earthRad,5.77 earthMass,2454965.30629 d,5370.0 K
TOI-1416 b,TOI-1416,2023,1.0697568 d,1.62 earthRad,3.48 earthMass,2458739.4621 d,4884.0 K
K2-2016-BLG-0005L b,K2-2016-BLG-0005L,2023,4700.0 d,13.7 earthRad,349.6112477 earthMass,nan d,nan K
Kepler-2000 b,Kepler-2000,2023,6.383159135 d,2.73 earthRad,7.9 earthMass,2455003.604622 d,3757.0 K
Kepler-1801 c,Kepler-1801,2023,116.583183 d,2.91 earthRad,8.8 earthMass,2455079.6275 d,5738.0 K
OGLE-2019-BLG-1180L b,OGLE-2019-BLG-1180L,2023,nan d,13.5 earthRad,555.24622703 earthMass,nan d,nan K
Kepler-784 c,Kepler-784,2023,17.157236 d,1.55 earthRad,3.02 earthMass,2454966.68951 d,5676.0 K
Kepler-1471 c,Kepler-1471,2023,11.6044881 d,1.88 earthRad,4.19 earthMass,2454972.05603 d,5533.0 K
Kepler-2000 c,Kepler-2000,2023,20.6180348 d,1.57 earthRad,3.09 earthMass,2454978.51232 d,3757.0 K
TOI-444 b,TOI-444,2023,17.9636 d,2.77 earthRad,8.1 earthMass,2459190.0391 d,5225.0 K
HD 112300 b,HD 112300,2023,466.63 d,12.2 earthRad,5031.22368281 earthMass,nan d,3657.0 K
Kepler-1980 b,Kepler-1980,2023,33.0257179 d,2.21 earthRad,5.52 earthMass,2454994.01 d,5819.0 K
rho CrB d,rho CrB,2023,282.2 d,4.94 earthRad,21.6 earthMass,2455583.0 d,5817.0 K
TOI-2095 c,TOI-2095,2023,28.17232 d,1.33 earthRad,7.4 earthMass,2459239.5625 d,3759.0 K
Kepler-1052 c,Kepler-1052,2023,180.921729 d,2.3 earthRad,5.9 earthMass,2455067.3344 d,5818.0 K
HD 110067 e,HD 110067,2023,30.793091 d,1.94 earthRad,3.9 earthMass,2459646.0919 d,5266.0 K
Kepler-58 e,Kepler-58,2023,4.45814897 d,1.61 earthRad,597.796 earthMass,2454967.39743 d,6100.0 K
KMT-2019-BLG-2783L b,KMT-2019-BLG-2783L,2023,nan d,13.7 earthRad,368.68095212 earthMass,nan d,nan K
TOI-1221 b,TOI-1221,2023,91.68278 d,2.91 earthRad,1112.3994245 earthMass,2458404.1791 d,5592.0 K
TOI-1694 b,TOI-1694,2023,3.770107 d,5.3422266 earthRad,31.3 earthMass,2458817.26629 d,5058.0 K
TOI-836 c,TOI-836,2023,8.59545 d,2.587 earthRad,9.6 earthMass,2458599.7623 d,4552.0 K
HN Lib b,HN Lib,2023,36.116 d,2.2 earthRad,5.46 earthMass,2457436.3 d,3347.0 K
Kepler-297 d,Kepler-297,2023,150.0189511 d,32.6 earthRad,nan earthMass,2455057.685714 d,5618.0 K
TOI-4603 b,TOI-4603,2023,7.24599 d,11.67975789 earthRad,4096.80816623 earthMass,2459549.126 d,6264.0 K
Kepler-1996 b,Kepler-1996,2023,32.376183 d,2.26 earthRad,5.73 earthMass,2454983.41557 d,4580.0 K
HD 73256 c,HD 73256,2023,2690.0 d,12.2 earthRad,5085.254512 earthMass,nan d,5570.0 K
TOI-5293 A b,TOI-5293 A,2023,2.930289 d,11.9 earthRad,170.4 earthMass,2459448.9148 d,3586.0 K
Kepler-1981 b,Kepler-1981,2023,453.54212 d,9.23 earthRad,62.5 earthMass,2455193.0617 d,5874.0 K
OGLE-2019-BLG-0679L b,OGLE-2019-BLG-0679L,2023,nan d,13.1 earthRad,1061.54687938 earthMass,nan d,nan K
Kepler-1491 c,Kepler-1491,2023,61.569765 d,2.44 earthRad,6.53 earthMass,2455015.0201 d,5626.0 K
TOI-4600 c,TOI-4600,2023,482.8191 d,9.42 earthRad,2946.26933289 earthMass,2459751.6008 d,5170.0 K
HIP 29442 c,HD 42813,2023,3.5379559 d,1.551 earthRad,4.5 earthMass,2458471.36 d,5289.0 K
TOI-5398 c,TOI-5398,2023,4.77271 d,3.52 earthRad,11.8 earthMass,2459628.61781 d,6000.0 K
TOI-2497 b,TOI-2497,2023,10.655669 d,11.14172682 earthRad,1531.93292174 earthMass,2459109.19818 d,7360.0 K
TOI-2818 b,TOI-2818,2023,4.039709 d,15.27784069 earthRad,225.65816897 earthMass,2459023.44641 d,5721.0 K
HIP 113103 c,HIP 113103,2023,14.245648 d,2.4 earthRad,6.35 earthMass,2458337.0559 d,4930.0 K
TOI-2977 b,TOI-2977,2023,2.3505614 d,13.15934334 earthRad,533.95172376 earthMass,2459373.83677 d,5691.0 K
HIP 29442 d,HD 42813,2023,6.429575 d,1.538 earthRad,5.14 earthMass,2458472.9865 d,5289.0 K
KMT-2019-BLG-0335L b,KMT-2019-BLG-0335L,2023,nan d,12.1 earthRad,6674.396547 earthMass,nan d,nan K
TOI-2015 b,TOI-2015,2023,3.348237 d,3.309 earthRad,9.2 earthMass,2459424.7857 d,3297.0 K
GJ 328 c,GJ 328,2023,241.8 d,4.91 earthRad,21.4 earthMass,2458478.8 d,3897.0 K
KMT-2021-BLG-1770L b,KMT-2021-BLG-1770L,2023,nan d,12.1 earthRad,6674.396547 earthMass,nan d,nan K
TOI-913 b,TOI-913,2023,11.098644 d,2.4528 earthRad,6.59 earthMass,2458625.2133 d,4969.0 K
TOI-2134 b,TOI-2134,2023,9.2292005 d,2.69 earthRad,9.13 earthMass,2459407.54493 d,4580.0 K
TOI-1859 b,TOI-1859,2023,63.48347 d,9.75181321 earthRad,68.6 earthMass,2458662.6558 d,6341.0 K
KMT-2017-BLG-1003L b,KMT-2017-BLG-1003L,2023,nan d,2.13 earthRad,5.19 earthMass,nan d,nan K
OGLE-2017-BLG-1806L b,OGLE-2017-BLG-1806L,2023,nan d,2.15 earthRad,5.27 earthMass,nan d,nan K
Kepler-975 c,Kepler-975,2023,5.05821338 d,10.69 earthRad,80.2 earthMass,2454968.702454 d,4883.0 K
Kepler-763 c,Kepler-763,2023,4.09667624 d,1.42 earthRad,2.6 earthMass,2454966.09833 d,4999.0 K
LHS 3154 b,LHS 3154,2023,3.71778 d,3.69 earthRad,13.15 earthMass,2458874.0 d,2861.0 K
HD 112570 b,HD 112570,2023,2615.0 d,13.1 earthRad,1086.97315194 earthMass,nan d,4750.0 K
TOI-2152 A b,TOI-2152,2023,3.3773512 d,14.35870428 earthRad,899.45439181 earthMass,2458927.6498 d,6630.0 K
MOA-2020-BLG-208L b,MOA-2020-BLG-208L,2023,nan d,7.71 earthRad,46.0 earthMass,nan d,nan K
TOI-2524 b,TOI-2524,2023,7.18585 d,11.2089807 earthRad,203.41018048 earthMass,2458550.155 d,5831.0 K
HD 18438 b,HD 18438,2023,803.0 d,12.1 earthRad,6674.396547 earthMass,nan d,3860.0 K
HD 88986 b,HD 88986,2023,146.05 d,2.49 earthRad,17.2 earthMass,2458891.69 d,5861.0 K
TOI-2589 b,TOI-2589,2023,61.6277 d,12.10569916 earthRad,1112.3994245 earthMass,2458494.579 d,5579.0 K
HD 185283 b,HD 185283,2023,4060.0 d,13.6 earthRad,413.1769291 earthMass,nan d,4848.0 K
GJ 367 c,GJ 367,2023,11.5301 d,1.86 earthRad,4.13 earthMass,2459153.94 d,3522.0 K
Kepler-2001 b,Kepler-2001,2023,1.090011003 d,1.04 earthRad,1.12 earthMass,2454964.58066 d,5081.0 K
TOI-2459 b,TOI-2459,2023,19.104718 d,2.9531 earthRad,9.03 earthMass,2458452.3342 d,4195.0 K
HD 169142 b,HD 169142,2023,nan d,13.1 earthRad,953.485221 earthMass,nan d,7246.0 K
TOI-2373 b,TOI-2373,2023,13.33668 d,10.42435205 earthRad,2955.8041851 earthMass,2458448.326 d,5651.0 K
TOI-672 b,TOI-672,2023,3.633575 d,5.2604 earthRad,24.1 earthMass,2458546.4799 d,3765.0 K
TOI-904 b,TOI-904,2023,10.8772 d,2.426 earthRad,6.46 earthMass,2459366.621 d,3770.2 K
Kepler-454 d,Kepler-454,2023,4073.0 d,13.3 earthRad,734.18362017 earthMass,2458433.0 d,5687.0 K
Kepler-1814 c,Kepler-1814,2023,0.626281766 d,1.76 earthRad,3.75 earthMass,2454964.90594 d,4922.0 K
HD 94771 b,HD 94771,2023,2164.0 d,14.2 earthRad,169.0 earthMass,nan d,5631.0 K
HD 110067 d,HD 110067,2023,20.519617 d,2.852 earthRad,8.52 earthMass,2459708.20282 d,5266.0 K
TOI-1420 b,TOI-1420,2023,6.9561063 d,11.89 earthRad,25.1 earthMass,2459517.43305 d,5510.0 K
GJ 367 d,GJ 367,2023,34.369 d,2.33 earthRad,6.03 earthMass,2459181.82 d,3522.0 K
TOI-4791 b,TOI-4791,2023,4.28088 d,12.44196858 earthRad,734.18362017 earthMass,2459237.59508 d,6058.0 K
Kepler-619 d,Kepler-619,2023,11.67894236 d,4.17 earthRad,16.2 earthMass,2454964.5119 d,6122.0 K
PZ Tel b,PZ Tel,2023,44000.0 d,11.9 earthRad,8581.366989 earthMass,nan d,5169.0 K
Kepler-68 e,Kepler-68,2023,3455.0 d,11.2 earthRad,86.4493267 earthMass,2457791.0 d,5847.0 K
Kepler-48 f,Kepler-48,2023,5219.681854 d,13.8 earthRad,298.5809968 earthMass,nan d,5190.0 K
HD 135625 b,HD 135625,2023,4055.0 d,13.3 earthRad,731.0053361 earthMass,nan d,6040.64 K
TOI-5205 b,TOI-5205,2023,1.630757 d,11.6 earthRad,343.0 earthMass,2459443.47179 d,3430.0 K
TOI-2338 b,TOI-2338,2023,22.65398 d,11.2089807 earthRad,1900.61387386 earthMass,2458458.7545 d,5581.0 K
Kepler-1979 b,Kepler-1979,2023,18.5084526 d,29.33 earthRad,nan earthMass,2454964.54555 d,5942.0 K
TOI-1470 b,TOI-1470,2023,2.527093 d,2.18 earthRad,7.32 earthMass,2458766.4702 d,3709.0 K
TOI-4342 c,TOI-4342,2023,10.688716 d,2.415 earthRad,6.41 earthMass,2458659.34623 d,3901.0 K
TOI-908 b,TOI-908,2023,3.183792 d,3.186 earthRad,16.137 earthMass,2459384.292 d,5626.0 K
KMT-2021-BLG-0909L b,KMT-2021-BLG-0909L,2023,nan d,13.7 earthRad,400.46379282 earthMass,nan d,nan K
TOI-2498 b,TOI-2498,2023,3.738252 d,6.06 earthRad,34.62 earthMass,2459204.4167 d,5905.0 K
TOI-198 b,TOI-198,2023,10.2152 d,1.44 earthRad,2.67 earthMass,2459480.048 d,3650.0 K
TOI-1194 b,TOI-1194,2023,2.3106446 d,8.71664516 earthRad,120.0 earthMass,2458684.92352 d,5394.0 K
TOI-615 b,TOI-615,2023,4.6615983 d,18.97680433 earthRad,138.25535705 earthMass,2459259.49383 d,6850.0 K
HD 74698 b,HD 74698,2023,15.017 d,5.12 earthRad,23.0 earthMass,nan d,5783.0 K
TOI-715 b,TOI-715,2023,19.288004 d,1.55 earthRad,3.02 earthMass,2459002.63051 d,3075.0 K
TOI-470 b,TOI-470,2023,12.19148 d,4.34 earthRad,17.4 earthMass,2459205.9825 d,5190.0 K
HD 167677 b,HD 167677,2023,1820.0 d,13.2 earthRad,905.81095995 earthMass,nan d,5474.0 K
WASP-193 b,WASP-193,2023,6.2463345 d,16.40994774 earthRad,44.17814857 earthMass,2457781.66567 d,6078.0 K
Kepler-1669 d,Kepler-1669,2023,4.72941177 d,1.22 earthRad,1.98 earthMass,2454965.93871 d,4224.0 K
HIP 8152 b,HIP 8152,2023,10.751014 d,2.53625843 earthRad,8.9 earthMass,2458393.0855 d,5618.0 K
TOI-1937 A b,TOI-1937 A,2023,0.94667944 d,13.97759893 earthRad,638.83509807 earthMass,2459085.91023 d,5814.0 K
Kepler-763 d,Kepler-763,2023,6.50327035 d,1.67 earthRad,3.43 earthMass,2454968.26657 d,4999.0 K
TOI-4308 b,TOI-4308,2023,9.151201 d,2.4189 earthRad,6.43 earthMass,2458333.4284 d,5243.0 K
Kepler-1989 b,Kepler-1989,2023,10.161023528 d,4.62 earthRad,19.3 earthMass,2455005.000736 d,6032.0 K
TOI-4600 b,TOI-4600,2023,82.6869 d,6.8 earthRad,959.84178914 earthMass,2459750.1421 d,5170.0 K
TOI-2000 c,TOI-2000,2023,9.127055 d,8.14 earthRad,81.7 earthMass,2459110.06588 d,5611.0 K
TOI-4582 b,TOI-4582,2023,31.034 d,10.53644186 earthRad,168.44905571 earthMass,2458712.177 d,5190.0 K
HD 6061 b,HD 6061,2023,5.2549 d,2.42763557 earthRad,10.0 earthMass,2458769.7863 d,5934.0 K
TOI-2583 A b,TOI-2583 A,2023,4.5207265 d,14.4595851 earthRad,79.45710175 earthMass,2459216.01039 d,5936.0 K
TOI-332 b,TOI-332,2023,0.777038 d,3.2 earthRad,57.2 earthMass,2459062.4447 d,5251.0 K
TOI-2096 c,TOI-2096,2023,6.38784 d,1.914 earthRad,4.32 earthMass,2459147.45983 d,3300.0 K
TOI-4463 A b,TOI-4463 A,2023,2.8807198 d,13.26022417 earthRad,252.35575516 earthMass,2459291.64004 d,5640.0 K
TOI-2145 b,TOI-2145,2023,10.261127 d,12.41899699 earthRad,1767.0 earthMass,2459013.2801 d,6200.0 K
HD 110067 g,HD 110067,2023,54.76992 d,2.607 earthRad,8.4 earthMass,2459656.0921 d,5266.0 K
TOI-2096 b,TOI-2096,2023,3.1190633 d,1.243 earthRad,2.08 earthMass,2459146.45853 d,3300.0 K
Kepler-1984 b,Kepler-1984,2023,1.992812339 d,6.81 earthRad,37.3 earthMass,2454964.70565 d,3638.0 K
TOI-2134 c,TOI-2134,2023,95.5 d,7.27 earthRad,41.89 earthMass,2459718.96939 d,4580.0 K
TOI-4010 e,TOI-4010,2023,762.0 d,13.3 earthRad,692.0 earthMass,2460218.0 d,4960.0 K
Kepler-1978 b,Kepler-1978,2023,10.84969477 d,2.67 earthRad,7.61 earthMass,2454969.74432 d,5251.0 K
GJ 724 b,GJ 724,2023,5.101284 d,3.27 earthRad,10.75 earthMass,nan d,3799.0 K
Kepler-896 c,Kepler-896,2023,29.5422566 d,3.15 earthRad,10.1 earthMass,2454970.57837 d,5510.0 K
Kepler-1988 b,Kepler-1988,2023,11.49500229 d,1.53 earthRad,2.96 earthMass,2454974.27511 d,6033.0 K
OGLE-2019-BLG-0249L b,OGLE-2019-BLG-0249L,2023,nan d,12.7 earthRad,2262.93825784 earthMass,nan d,nan K
HD 165131 b,HD 165131,2023,2342.6 d,12.1 earthRad,5943.3912109 earthMass,nan d,5870.0 K
KMT-2019-BLG-1806L b,KMT-2019-BLG-1806L,2023,nan d,2.0 earthRad,4.67 earthMass,nan d,nan K
TIC 279401253 b,TIC 279401253,2023,76.8 d,11.2089807 earthRad,1951.46641898 earthMass,2459151.055 d,5951.0 K
HD 15906 c,HD 15906,2023,21.583298 d,2.93 earthRad,8.91 earthMass,2457430.8296 d,4757.0 K
Kepler-1518 c,Kepler-1518,2023,9.6310258 d,2.9 earthRad,8.75 earthMass,2454965.7273 d,6432.0 K
TOI-700 e,TOI-700,2023,27.80978 d,0.953 earthRad,0.818 earthMass,2458964.8112 d,3459.0 K
Kepler-1990 c,Kepler-1990,2023,4.06844957 d,0.98 earthRad,0.904 earthMass,2454965.27614 d,5751.0 K
Kepler-1997 b,Kepler-1997,2023,26.7575866 d,2.28 earthRad,5.82 earthMass,2454970.28717 d,6215.0 K
TOI-5678 b,TOI-5678,2023,47.73022 d,4.91 earthRad,20.0 earthMass,2458424.7059 d,5485.0 K
LHS 475 b,LHS 475,2023,2.029088 d,0.991 earthRad,0.941 earthMass,2459822.3762593 d,3300.0 K
TOI-3023 b,TOI-3023,2023,3.9014971 d,16.43236571 earthRad,197.05361234 earthMass,2459071.1922 d,5760.0 K
TOI-1811 b,TOI-1811,2023,3.7130765 d,11.14172682 earthRad,308.9292116 earthMass,2459126.36846 d,4766.0 K
TOI-2641 b,TOI-2641,2023,4.880974 d,18.10250383 earthRad,122.6817651 earthMass,2459332.21332 d,6100.0 K
TOI-733 b,TOI-733,2023,4.884765 d,1.992 earthRad,5.72 earthMass,2458545.7767 d,5585.0 K
HD 42813 b,HD 42813,2023,13.6308205 d,3.41 earthRad,9.1 earthMass,2458474.56927 d,5289.0 K
TOI-4127 b,TOI-4127,2023,56.39879 d,12.28504285 earthRad,731.0053361 earthMass,2458862.72816 d,6096.0 K
TOI-1694 c,TOI-1694,2023,393.1 d,13.8 earthRad,297.0 earthMass,4932072.5 d,5058.0 K
Kepler-1983 b,Kepler-1983,2023,7.32851947 d,2.33 earthRad,6.04 earthMass,2454965.12857 d,5135.0 K
TOI-2154 b,TOI-2154,2023,3.8240801 d,16.28664896 earthRad,292.40213444 earthMass,2459148.60166 d,6280.0 K
Wolf 1069 b,Wolf 1069,2023,15.564 d,1.08 earthRad,1.26 earthMass,nan d,3158.0 K
TOI-3082 b,TOI-3082,2023,1.926907 d,3.6621 earthRad,13.0 earthMass,2459309.1199 d,4263.0 K
Kepler-347 d,Kepler-347,2023,85.517344 d,3.04 earthRad,9.48 earthMass,2455014.351 d,5592.0 K
KMT-2021-BLG-2478L b,KMT-2021-BLG-2478L,2023,nan d,13.9 earthRad,286.0455663 earthMass,nan d,nan K
Kepler-1996 c,Kepler-1996,2023,92.7297248 d,2.81 earthRad,8.3 earthMass,2455010.43808 d,4580.0 K
KMT-2017-BLG-1194L b,KMT-2017-BLG-1194L,2023,nan d,1.7 earthRad,3.54 earthMass,nan d,nan K
TOI-2095 b,TOI-2095,2023,17.66484 d,1.25 earthRad,4.1 earthMass,2459240.4115 d,3759.0 K
TOI-2000 b,TOI-2000,2023,3.09833 d,2.7 earthRad,11.0 earthMass,2458855.2442 d,5611.0 K
HD 135694 b,HD 135694,2023,15.923475568 d,2.857 earthRad,6.1 earthMass,2459834.13926 d,5712.0 K
KMT-2022-BLG-1013L b,KMT-2022-BLG-1013L,2023,nan d,12.1 earthRad,98.52680617 earthMass,nan d,nan K
WASP-84 c,WASP-84,2023,1.4468849 d,1.95 earthRad,15.2 earthMass,2457952.4543 d,5280.0 K
HIP 8152 c,HIP 8152,2023,19.60562 d,2.52442508 earthRad,10.7 earthMass,2458398.2869 d,5618.0 K
HD 110067 b,HD 110067,2023,9.113678 d,2.2 earthRad,5.69 earthMass,2459640.15797 d,5266.0 K
HD 25463 c,HD 25463,2023,3.04405 d,1.36354953 earthRad,4.3 earthMass,2458438.473 d,6353.0 K
TOI-4145 A b,TOI-4145 A,2023,4.0664428 d,13.30506009 earthRad,136.66621501 earthMass,2458925.88211 d,5281.0 K
